Data,Sentiment,Classification,Language
"Prodigious power consumption by AI is responsible for the growth of fossil fuels use, and might delay closings of obsolete, carbon-emitting coal energy facilities. There is a feverish rise in the construction of data centers throughout the US, making large technology firms (e.g., Microsoft, Meta, Google, Amazon) into voracious consumers of electric power. Projected electric consumption is so immense that there is concern that it will be fulfilled no matter the source. A ChatGPT search involves the use of 10 times the electrical energy as a Google search. The large firms are in haste to find power sources – from nuclear energy to geothermal to fusion. The tech firms argue that – in the long view – AI will be eventually kinder to the environment, but they need the energy now. AI makes the power grid more efficient and ""intelligent"", will assist in the growth of nuclear power, and track overall carbon emissions, according to technology firms.[222]",0.19761904761904764,POSITIVE,en
"A 2024Goldman SachsResearch Paper,AI Data Centers and the Coming US Power Demand Surge, found ""US power demand (is) likely to experience growth not seen in a generation...."" and forecasts that, by 2030, US data centers will consume 8% of US power, as opposed to 3% in 2022, presaging growth for the electrical power generation industry by a variety of means.[223]Data centers' need for more and more electrical power is such that they might max out the electrical grid. The Big Tech companies counter that AI can be used to maximize the utilization of the grid by all.[224]",0.2,NEGATIVE,en
"In 2024, theWall Street Journalreported that big AI companies have begun negotiations with the US nuclear power providers to provide electricity to the data centers. In March 2024 Amazon purchased a Pennsylvania nuclear-powered data center for $650 Million (US).[225]NvidiaCEOJen-Hsun Huangsaid nuclear power is a good option for the data centers.[226]",0.19999999999999998,POSITIVE,en
"In September 2024,Microsoftannounced an agreement withConstellation Energyto re-open theThree Mile Islandnuclear power plant to provide Microsoft with 100% of all electric power produced by the plant for 20 years. Reopening the plant, which suffered a partial nuclear meltdown of its Unit 2 reactor in 1979, will require Constellation to get through strict regulatory processes which will include extensive safety scrutiny from the USNuclear Regulatory Commission. If approved (this will be the first ever US re-commissioning of a nuclear plant), over 835 megawatts of power – enough for 800,000 homes – of energy will be produced. The cost for re-opening and upgrading is estimated at $1.6 billion (US) and is dependent on tax breaks for nuclear power contained in the 2022 USInflation Reduction Act.[227]The US government and the state of Michigan are investing almost $2 billion (US) to reopen thePalisades Nuclearreactor on Lake Michigan. Closed since 2022, the plant is planned to be reopened in October 2025. The Three Mile Island facility will be renamed the Crane Clean Energy Center after Chris Crane, a nuclear proponent and former CEO ofExelonwho was responsible for Exelon spinoff of Constellation.[228]",0.0574074074074074,NEGATIVE,en
"After the last approval in September 2023,Taiwansuspended the approval of data centers north ofTaoyuanwith a capacity of more than 5 MW in 2024, due to power supply shortages.[229]Taiwan aims tophase out nuclear powerby 2025.[229]On the other hand,Singaporeimposed a ban on the opening of data centers in 2019 due to electric power, but in 2022, lifted this ban.[229]",0.025,NEGATIVE,en
"Although most nuclear plants in Japan have been shut down after the 2011Fukushima nuclear accident, according to an October 2024Bloombergarticle in Japanese, cloud gaming services company Ubitus, in which Nvidia has a stake, is looking for land in Japan near nuclear power plant for a new data center for generative AI.[230]Ubitus CEO Wesley Kuo said nuclear power plants are the most efficient, cheap and stable power for AI.[230]",0.1726010101010101,POSITIVE,en
"On 1 November 2024, theFederal Energy Regulatory Commission(FERC) rejected an application submitted byTalen Energyfor approval to supply some electricity from the nuclear power stationSusquehannato Amazon's data center.[231]According to the Commission ChairmanWillie L. Phillips, it is a burden on the electricity grid as well as a significant cost shifting concern to households and other business sectors.[231]",0.125,NEGATIVE,en
"YouTube,Facebookand others userecommender systemsto guide users to more content. These AI programs were given the goal ofmaximizinguser engagement (that is, the only goal was to keep people watching). The AI learned that users tended to choosemisinformation,conspiracy theories, and extremepartisancontent, and, to keep them watching, the AI recommended more of it. Users also tended to watch more content on the same subject, so the AI led people intofilter bubbleswhere they received multiple versions of the same misinformation.[232]This convinced many users that the misinformation was true, and ultimately undermined trust in institutions, the media and the government.[233]The AI program had correctly learned to maximize its goal, but the result was harmful to society. After the U.S. election in 2016, major technology companies took steps to mitigate the problem[citation needed].",0.18715277777777775,NEGATIVE,en
"In 2022,generative AIbegan to create images, audio, video and text that are indistinguishable from real photographs, recordings, films, or human writing. It is possible for bad actors to use this technology to create massive amounts of misinformation or propaganda.[234]AI pioneerGeoffrey Hintonexpressed concern about AI enabling ""authoritarian leaders to manipulate their electorates"" on a large scale, among other risks.[235]",-0.058673469387755084,NEGATIVE,en
"Machine learning applications will bebiased[k]if they learn from biased data.[237]The developers may not be aware that the bias exists.[238]Bias can be introduced by the waytraining datais selected and by the way a model is deployed.[239][237]If a biased algorithm is used to make decisions that can seriouslyharmpeople (as it can inmedicine,finance,recruitment,housingorpolicing) then the algorithm may causediscrimination.[240]The field offairnessstudies how to prevent harms from algorithmic biases.",0.25,NEGATIVE,en
"On June 28, 2015,Google Photos's new image labeling feature mistakenly identified Jacky Alcine and a friend as ""gorillas"" because they were black. The system was trained on a dataset that contained very few images of black people,[241]a problem called ""sample size disparity"".[242]Google ""fixed"" this problem by preventing the system from labellinganythingas a ""gorilla"". Eight years later, in 2023, Google Photos still could not identify a gorilla, and neither could similar products from Apple, Facebook, Microsoft and Amazon.[243]",-0.05099567099567099,NEGATIVE,en
"COMPASis a commercial program widely used byU.S. courtsto assess the likelihood of adefendantbecoming arecidivist. In 2016,Julia AngwinatProPublicadiscovered that COMPAS exhibited racial bias, despite the fact that the program was not told the races of the defendants. Although the error rate for both whites and blacks was calibrated equal at exactly 61%, the errors for each race were different—the system consistently overestimated the chance that a black person would re-offend and would underestimate the chance that a white person would not re-offend.[244]In 2017, several researchers[l]showed that it was mathematically impossible for COMPAS to accommodate all possible measures of fairness when the base rates of re-offense were different for whites and blacks in the data.[246]",-0.10277777777777779,NEGATIVE,en
"A program can make biased decisions even if the data does not explicitly mention a problematic feature (such as ""race"" or ""gender""). The feature will correlate with other features (like ""address"", ""shopping history"" or ""first name""), and the program will make the same decisions based on these features as it would on ""race"" or ""gender"".[247]Moritz Hardt said ""the most robust fact in this research area is that fairness through blindness doesn't work.""[248]",0.125,NEGATIVE,en
"Criticism of COMPAS highlighted that machine learning models are designed to make ""predictions"" that are only valid if we assume that the future will resemble the past. If they are trained on data that includes the results of racist decisions in the past, machine learning models must predict that racist decisions will be made in the future. If an application then uses these predictions asrecommendations, some of these ""recommendations"" will likely be racist.[249]Thus, machine learning is not well suited to help make decisions in areas where there is hope that the future will bebetterthan the past. It is descriptive rather than prescriptive.[m]",-0.09375,NEGATIVE,en
"Bias and unfairness may go undetected because the developers are overwhelmingly white and male: among AI engineers, about 4% are black and 20% are women.[242]",-0.05555555555555555,NEGATIVE,en
"There are various conflicting definitions and mathematical models of fairness. These notions depend on ethical assumptions, and are influenced by beliefs about society. One broad category isdistributive fairness, which focuses on the outcomes, often identifying groups and seeking to compensate for statistical disparities. Representational fairness tries to ensure that AI systems do not reinforce negativestereotypesor render certain groups invisible. Procedural fairness focuses on the decision process rather than the outcome. The most relevant notions of fairness may depend on the context, notably the type of AI application and the stakeholders. The subjectivity in the notions of bias and fairness makes it difficult for companies to operationalize them. Having access to sensitive attributes such as race or gender is also considered by many AI ethicists to be necessary in order to compensate for biases, but it may conflict withanti-discrimination laws.[236]",0.1340561224489796,NEGATIVE,en
"At its 2022Conference on Fairness, Accountability, and Transparency(ACM FAccT 2022), theAssociation for Computing Machinery, in Seoul, South Korea, presented and published findings that recommend that until AI and robotics systems are demonstrated to be free of bias mistakes, they are unsafe, and the use of self-learning neural networks trained on vast, unregulated sources of flawed internet data should be curtailed.[dubious–discuss][251]",-0.033333333333333326,NEGATIVE,en
"Many AI systems are so complex that their designers cannot explain how they reach their decisions.[252]Particularly withdeep neural networks, in which there are a large amount of non-linearrelationships between inputs and outputs. But some popular explainability techniques exist.[253]",0.25357142857142856,POSITIVE,en
"It is impossible to be certain that a program is operating correctly if no one knows how exactly it works. There have been many cases where a machine learning program passed rigorous tests, but nevertheless learned something different than what the programmers intended. For example, a system that could identify skin diseases better than medical professionals was found to actually have a strong tendency to classify images with aruleras ""cancerous"", because pictures of malignancies typically include a ruler to show the scale.[254]Another machine learning system designed to help effectively allocate medical resources was found to classify patients with asthma as being at ""low risk"" of dying from pneumonia. Having asthma is actually a severe risk factor, but since the patients having asthma would usually get much more medical care, they were relatively unlikely to die according to the training data. The correlation between asthma and low risk of dying from pneumonia was real, but misleading.[255]",0.08071428571428571,NEGATIVE,en
"People who have been harmed by an algorithm's decision have a right to an explanation.[256]Doctors, for example, are expected to clearly and completely explain to their colleagues the reasoning behind any decision they make. Early drafts of the European Union'sGeneral Data Protection Regulationin 2016 included an explicit statement that this right exists.[n]Industry experts noted that this is an unsolved problem with no solution in sight. Regulators argued that nevertheless the harm is real: if the problem has no solution, the tools should not be used.[257]",0.06349206349206349,NEGATIVE,en
"DARPAestablished theXAI(""Explainable Artificial Intelligence"") program in 2014 to try to solve these problems.[258]",-0.6,NEGATIVE,en
"Several approaches aim to address the transparency problem. SHAP enables to visualise the contribution of each feature to the output.[259]LIME can locally approximate a model's outputs with a simpler, interpretable model.[260]Multitask learningprovides a large number of outputs in addition to the target classification. These other outputs can help developers deduce what the network has learned.[261]Deconvolution,DeepDreamand othergenerativemethods can allow developers to see what different layers of a deep network for computer vision have learned, and produce output that can suggest what the network is learning.[262]Forgenerative pre-trained transformers,Anthropicdeveloped a technique based ondictionary learningthat associates patterns of neuron activations with human-understandable concepts.[263]",-0.05178571428571429,NEGATIVE,en
"Artificial intelligence provides a number of tools that are useful tobad actors, such asauthoritarian governments,terrorists,criminalsorrogue states.",-0.09999999999999999,POSITIVE,en
"A lethal autonomous weapon is a machine that locates, selects and engages human targets without human supervision.[o]Widely available AI tools can be used by bad actors to develop inexpensive autonomous weapons and, if produced at scale, they are potentiallyweapons of mass destruction.[265]Even when used in conventional warfare, they currently cannot reliably choose targets and could potentiallykill an innocent person.[265]In 2014, 30 nations (including China) supported a ban on autonomous weapons under theUnited Nations'Convention on Certain Conventional Weapons, however theUnited Statesand others disagreed.[266]By 2015, over fifty countries were reported to be researching battlefield robots.[267]",0.11071428571428575,NEGATIVE,en
"AI tools make it easier forauthoritarian governmentsto efficiently control their citizens in several ways.Faceandvoice recognitionallow widespreadsurveillance.Machine learning, operating this data, canclassifypotential enemies of the state and prevent them from hiding.Recommendation systemscan precisely targetpropagandaandmisinformationfor maximum effect.Deepfakesandgenerative AIaid in producing misinformation. Advanced AI can make authoritariancentralized decision makingmore competitive than liberal and decentralized systems such asmarkets. It lowers the cost and difficulty ofdigital warfareandadvanced spyware.[268]All these technologies have been available since 2020 or earlier—AIfacial recognition systemsare already being used formass surveillancein China.[269][270]",0.24000000000000005,NEGATIVE,en
"There many other ways that AI is expected to help bad actors, some of which can not be foreseen. For example, machine-learning AI is able to design tens of thousands of toxic molecules in a matter of hours.[271]",0.015000000000000036,NEGATIVE,en
"Economists have frequently highlighted the risks of redundancies from AI, and speculated about unemployment if there is no adequate social policy for full employment.[272]",0.07916666666666666,NEGATIVE,en
"In the past, technology has tended to increase rather than reduce total employment, but economists acknowledge that ""we're in uncharted territory"" with AI.[273]A survey of economists showed disagreement about whether the increasing use of robots and AI will cause a substantial increase in long-termunemployment, but they generally agree that it could be a net benefit ifproductivitygains areredistributed.[274]Risk estimates vary; for example, in the 2010s, Michael Osborne andCarl Benedikt Freyestimated 47% of U.S. jobs are at ""high risk"" of potential automation, while an OECD report classified only 9% of U.S. jobs as ""high risk"".[p][276]The methodology of speculating about future employment levels has been criticised as lacking evidential foundation, and for implying that technology, rather than social policy, creates unemployment, as opposed to redundancies.[272]In April 2023, it was reported that 70% of the jobs for Chinese video game illustrators had been eliminated by generative artificial intelligence.[277][278]",-0.06512820512820514,NEGATIVE,en
"Unlike previous waves of automation, many middle-class jobs may be eliminated by artificial intelligence;The Economiststated in 2015 that ""the worry that AI could do to white-collar jobs what steam power did to blue-collar ones during the Industrial Revolution"" is ""worth taking seriously"".[279]Jobs at extreme risk range fromparalegalsto fast food cooks, while job demand is likely to increase for care-related professions ranging from personal healthcare to the clergy.[280]",-0.02499999999999999,POSITIVE,en
"From the early days of the development of artificial intelligence, there have been arguments, for example, those put forward byJoseph Weizenbaum, about whether tasks that can be done by computers actually should be done by them, given the difference between computers and humans, and between quantitative calculation and qualitative, value-based judgement.[281]",-0.16666666666666666,NEGATIVE,en
"It has been argued AI will become so powerful that humanity may irreversibly lose control of it. This could, as physicistStephen Hawkingstated, ""spell the end of the human race"".[282]This scenario has been common in science fiction, when a computer or robot suddenly develops a human-like ""self-awareness"" (or ""sentience"" or ""consciousness"") and becomes a malevolent character.[q]These sci-fi scenarios are misleading in several ways.",-0.13333333333333333,NEGATIVE,en
"First, AI does not require human-likesentienceto be an existential risk. Modern AI programs are given specific goals and use learning and intelligence to achieve them. PhilosopherNick Bostromargued that if one givesalmost anygoal to a sufficiently powerful AI, it may choose to destroy humanity to achieve it (he used the example of apaperclip factory manager).[284]Stuart Russellgives the example of household robot that tries to find a way to kill its owner to prevent it from being unplugged, reasoning that ""you can't fetch the coffee if you're dead.""[285]In order to be safe for humanity, asuperintelligencewould have to be genuinelyalignedwith humanity's morality and values so that it is ""fundamentally on our side"".[286]",0.09375,NEGATIVE,en
"Second,Yuval Noah Harariargues that AI does not require a robot body or physical control to pose an existential risk. The essential parts of civilization are not physical. Things likeideologies,law,government,moneyand theeconomyare built onlanguage; they exist because there are stories that billions of people believe. The current prevalence ofmisinformationsuggests that an AI could use language to convince people to believe anything, even to take actions that are destructive.[287]",0.0,NEGATIVE,en
"The opinions amongst experts and industry insiders are mixed, with sizable fractions both concerned and unconcerned by risk from eventual superintelligent AI.[288]Personalities such asStephen Hawking,Bill Gates, andElon Musk,[289]as well as AI pioneers such asYoshua Bengio,Stuart Russell,Demis Hassabis, andSam Altman, have expressed concerns about existential risk from AI.",0.0,NEGATIVE,en
"In May 2023,Geoffrey Hintonannounced his resignation from Google in order to be able to ""freely speak out about the risks of AI"" without ""considering how this impacts Google"".[290]He notably mentioned risks of anAI takeover,[291]and stressed that in order to avoid the worst outcomes, establishing safety guidelines will require cooperation among those competing in use of AI.[292]",0.09999999999999998,NEGATIVE,en
"In 2023, many leading AI experts endorsedthe joint statementthat ""Mitigating the risk of extinction from AI should be a global priority alongside other societal-scale risks such as pandemics and nuclear war"".[293]",0.09375,NEGATIVE,en
"Some other researchers were more optimistic. AI pioneerJürgen Schmidhuberdid not sign the joint statement, emphasising that in 95% of all cases, AI research is about making ""human lives longer and healthier and easier.""[294]While the tools that are now being used to improve lives can also be used by bad actors, ""they can also be used against the bad actors.""[295][296]Andrew Ngalso argued that ""it's a mistake to fall for the doomsday hype on AI—and that regulators who do will only benefit vested interests.""[297]Yann LeCun""scoffs at his peers' dystopian scenarios of supercharged misinformation and even, eventually, human extinction.""[298]In the early 2010s, experts argued that the risks are too distant in the future to warrant research or that humans will be valuable from the perspective of a superintelligent machine.[299]However, after 2016, the study of current and future risks and possible solutions became a serious area of research.[300]",-0.0970238095238095,NEGATIVE,en
"Friendly AI are machines that have been designed from the beginning to minimize risks and to make choices that benefit humans.Eliezer Yudkowsky, who coined the term, argues that developing friendly AI should be a higher research priority: it may require a large investment and it must be completed before AI becomes an existential risk.[301]",0.30357142857142855,NEGATIVE,en
"Machines with intelligence have the potential to use their intelligence to make ethical decisions. The field of machine ethics provides machines with ethical principles and procedures for resolving ethical dilemmas.[302]The field of machine ethics is also called computational morality,[302]and was founded at anAAAIsymposium in 2005.[303]",0.15000000000000002,POSITIVE,en
"Other approaches includeWendell Wallach's ""artificial moral agents""[304]andStuart J. Russell'sthree principlesfor developing provably beneficial machines.[305]",-0.24166666666666667,POSITIVE,en
"Active organizations in the AI open-source community includeHugging Face,[306]Google,[307]EleutherAIandMeta.[308]Various AI models, such asLlama 2,MistralorStable Diffusion, have been made open-weight,[309][310]meaning that their architecture and trained parameters (the ""weights"") are publicly available. Open-weight models can be freelyfine-tuned, which allows companies to specialize them with their own data and for their own use-case.[311]Open-weight models are useful for research and innovation but can also be misused. Since they can be fine-tuned, any built-in security measure, such as objecting to harmful requests, can be trained away until it becomes ineffective. Some researchers warn that future AI models may develop dangerous capabilities (such as the potential to drastically facilitatebioterrorism) and that once released on the Internet, they cannot be deleted everywhere if needed. They recommend pre-release audits and cost-benefit analyses.[312]",0.10606060606060609,NEGATIVE,en
"Artificial Intelligence projects can have their ethical permissibility tested while designing, developing, and implementing an AI system. An AI framework such as the Care and Act Framework containing the SUM values—developed by theAlan Turing Institutetests projects in four main areas:[313][314]",-0.05833333333333333,NEGATIVE,en
"Other developments in ethical frameworks include those decided upon during theAsilomar Conference, the Montreal Declaration for Responsible AI, and the IEEE's Ethics of Autonomous Systems initiative, among others;[315]however, these principles do not go without their criticisms, especially regards to the people chosen contributes to these frameworks.[316]",0.135,POSITIVE,en
"Promotion of the wellbeing of the people and communities that these technologies affect requires consideration of the social and ethical implications at all stages of AI system design, development and implementation, and collaboration between job roles such as data scientists, product managers, data engineers, domain experts, and delivery managers.[317]",0.07777777777777778,POSITIVE,en
"TheUK AI Safety Institutereleased in 2024 a testing toolset called 'Inspect' for AI safety evaluations available under a MIT open-source licence which is freely available on GitHub and can be improved with third-party packages. It can be used to evaluate AI models in a range of areas including core knowledge, ability to reason, and autonomous capabilities.[318]",0.4000000000000001,NEGATIVE,en
"The regulation of artificial intelligence is the development of public sector policies and laws for promoting and regulating AI; it is therefore related to the broader regulation of algorithms.[319]The regulatory and policy landscape for AI is an emerging issue in jurisdictions globally.[320]According to AI Index atStanford, the annual number of AI-related laws passed in the 127 survey countries jumped from one passed in 2016 to 37 passed in 2022 alone.[321][322]Between 2016 and 2020, more than 30 countries adopted dedicated strategies for AI.[323]Most EU member states had released national AI strategies, as had Canada, China, India, Japan, Mauritius, the Russian Federation, Saudi Arabia, United Arab Emirates, U.S., and Vietnam. Others were in the process of elaborating their own AI strategy, including Bangladesh, Malaysia and Tunisia.[323]TheGlobal Partnership on Artificial Intelligencewas launched in June 2020, stating a need for AI to be developed in accordance with human rights and democratic values, to ensure public confidence and trust in the technology.[323]Henry Kissinger,Eric Schmidt, andDaniel Huttenlocherpublished a joint statement in November 2021 calling for a government commission to regulate AI.[324]In 2023, OpenAI leaders published recommendations for the governance of superintelligence, which they believe may happen in less than 10 years.[325]In 2023, the United Nations also launched an advisory body to provide recommendations on AI governance; the body comprises technology company executives, governments officials and academics.[326]In 2024, theCouncil of Europecreated the first international legally binding treaty on AI, called the ""Framework Convention on Artificial Intelligence and Human Rights, Democracy and the Rule of Law"". It was adopted by the European Union, the United States, the United Kingdom, and other signatories.[327]",-0.024537037037037034,POSITIVE,en
"In a 2022Ipsossurvey, attitudes towards AI varied greatly by country; 78% of Chinese citizens, but only 35% of Americans, agreed that ""products and services using AI have more benefits than drawbacks"".[321]A 2023Reuters/Ipsos poll found that 61% of Americans agree, and 22% disagree, that AI poses risks to humanity.[328]In a 2023Fox Newspoll, 35% of Americans thought it ""very important"", and an additional 41% thought it ""somewhat important"", for the federal government to regulate AI, versus 13% responding ""not very important"" and 8% responding ""not at all important"".[329][330]",0.3082692307692308,NEGATIVE,en
"In November 2023, the first globalAI Safety Summitwas held inBletchley Parkin the UK to discuss the near and far term risks of AI and the possibility of mandatory and voluntary regulatory frameworks.[331]28 countries including the United States, China, and the European Union issued a declaration at the start of the summit, calling for international co-operation to manage the challenges and risks of artificial intelligence.[332][333]In May 2024 at theAI Seoul Summit, 16 global AI tech companies agreed to safety commitments on the development of AI.[334][335]",-0.021428571428571432,POSITIVE,en
"The study of mechanical or ""formal"" reasoning began with philosophers and mathematicians in antiquity. The study of logic led directly toAlan Turing'stheory of computation, which suggested that a machine, by shuffling symbols as simple as ""0"" and ""1"", could simulate any conceivable form of mathematical reasoning.[336][337]This, along with concurrent discoveries incybernetics,information theoryandneurobiology, led researchers to consider the possibility of building an ""electronic brain"".[r]They developed several areas of research that would become part of AI,[339]such asMcCullouchandPittsdesign for ""artificial neurons"" in 1943,[115]and Turing's influential 1950 paper 'Computing Machinery and Intelligence', which introduced theTuring testand showed that ""machine intelligence"" was plausible.[340][337]",-0.04285714285714285,POSITIVE,en
"The field of AI research was founded ata workshopatDartmouth Collegein 1956.[s][6]The attendees became the leaders of AI research in the 1960s.[t]They and their students produced programs that the press described as ""astonishing"":[u]computers were learningcheckersstrategies, solving word problems in algebra, provinglogical theoremsand speaking English.[v][7]Artificial intelligence laboratories were set up at a number of British and U.S. universities in the latter 1950s and early 1960s.[337]",-0.03,POSITIVE,en
"Researchers in the 1960s and the 1970s were convinced that their methods would eventually succeed in creating a machine withgeneral intelligenceand considered this the goal of their field.[344]In 1965Herbert Simonpredicted, ""machines will be capable, within twenty years, of doing any work a man can do"".[345]In 1967Marvin Minskyagreed, writing that ""within a generation ... the problem of creating 'artificial intelligence' will substantially be solved"".[346]They had, however, underestimated the difficulty of the problem.[w]In 1974, both the U.S. and British governments cut off exploratory research in response to thecriticismofSir James Lighthill[348]and ongoing pressure from the U.S. Congress tofund more productive projects.[349]Minsky's andPapert's bookPerceptronswas understood as proving thatartificial neural networkswould never be useful for solving real-world tasks, thus discrediting the approach altogether.[350]The ""AI winter"", a period when obtaining funding for AI projects was difficult, followed.[9]",-0.016666666666666663,NEGATIVE,en
"In the early 1980s, AI research was revived by the commercial success ofexpert systems,[351]a form of AI program that simulated the knowledge and analytical skills of human experts. By 1985, the market for AI had reached over a billion dollars. At the same time, Japan'sfifth generation computerproject inspired the U.S. and British governments to restore funding foracademic research.[8]However, beginning with the collapse of theLisp Machinemarket in 1987, AI once again fell into disrepute, and a second, longer-lasting winter began.[10]",0.05714285714285715,NEGATIVE,en
"Up to this point, most of AI's funding had gone to projects that used high-levelsymbolsto representmental objectslike plans, goals, beliefs, and known facts. In the 1980s, some researchers began to doubt that this approach would be able to imitate all the processes of human cognition, especiallyperception,robotics,learningandpattern recognition,[352]and began to look into ""sub-symbolic"" approaches.[353]Rodney Brooksrejected ""representation"" in general and focussed directly on engineering machines that move and survive.[x]Judea Pearl,Lofti Zadeh, and others developed methods that handled incomplete and uncertain information by making reasonable guesses rather than precise logic.[86][358]But the most important development was the revival of ""connectionism"", including neural network research, byGeoffrey Hintonand others.[359]In 1990,Yann LeCunsuccessfully showed thatconvolutional neural networkscan recognize handwritten digits, the first of many successful applications of neural networks.[360]",0.3269230769230769,POSITIVE,en
"AI gradually restored its reputation in the late 1990s and early 21st century by exploiting formal mathematical methods and by finding specific solutions to specific problems. This ""narrow"" and ""formal"" focus allowed researchers to produce verifiable results and collaborate with other fields (such asstatistics,economicsandmathematics).[361]By 2000, solutions developed by AI researchers were being widely used, although in the 1990s they were rarely described as ""artificial intelligence"" (a tendency known as theAI effect).[362]However, several academic researchers became concerned that AI was no longer pursuing its original goal of creating versatile, fully intelligent machines. Beginning around 2002, they founded the subfield ofartificial general intelligence(or ""AGI""), which had several well-funded institutions by the 2010s.[4]",0.021052631578947375,NEGATIVE,en
"Deep learningbegan to dominate industry benchmarks in 2012 and was adopted throughout the field.[11]For many specific tasks, other methods were abandoned.[y]Deep learning's success was based on both hardware improvements (faster computers,[364]graphics processing units,cloud computing[365]) and access tolarge amounts of data[366](including curated datasets,[365]such asImageNet). Deep learning's success led to an enormous increase in interest and funding in AI.[z]The amount of machine learning research (measured by total publications) increased by 50% in the years 2015–2019.[323]",0.10833333333333334,POSITIVE,en
"In 2016, issues offairnessand the misuse of technology were catapulted into center stage at machine learning conferences, publications vastly increased, funding became available, and many researchers re-focussed their careers on these issues. Thealignment problembecame a serious field of academic study.[300]",0.07777777777777779,POSITIVE,en
"In the late 2010s and early 2020s,AGIcompanies began to deliver programs that created enormous interest. In 2015,AlphaGo, developed byDeepMind, beat the world championGo player. The program taught only the game's rules and developed a strategy by itself.GPT-3is alarge language modelthat was released in 2020 byOpenAIand is capable of generating high-quality human-like text.[367]ChatGPT, launched on November 30, 2022, became the fastest-growing consumer software application in history, gaining over 100 million users in two months.[368]It marked what is widely regarded as AI's breakout year, bringing it into the public consciousness.[369]These programs, and others, inspired an aggressiveAI boom, where large companies began investing billions of dollars in AI research. According to AI Impacts, about $50 billion annually was invested in ""AI"" around 2022 in the U.S. alone and about 20% of the new U.S. Computer Science PhD graduates have specialized in ""AI"".[370]About 800,000 ""AI""-related U.S. job openings existed in 2022.[371]According to PitchBook research, 22% of newly fundedstartupsin 2024 claimed to be AI companies.[372]",0.01913419913419913,POSITIVE,en
"Philosophical debates have historically sought to determine the nature of intelligence and how to make intelligent machines.[373]Another major focus has been whether machines can be conscious, and the associated ethical implications.[374]Many other topics in philosophy are relevant to AI, such asepistemologyandfree will.[375]Rapid advancements have intensified public discussions on the philosophy andethics of AI.[374]",0.14375,POSITIVE,en
"Alan Turingwrote in 1950 ""I propose to consider the question 'can machines think'?""[376]He advised changing the question from whether a machine ""thinks"", to ""whether or not it is possible for machinery to show intelligent behaviour"".[376]He devised the Turing test, which measures the ability of a machine to simulate human conversation.[340]Since we can only observe the behavior of the machine, it does not matter if it is ""actually"" thinking or literally has a ""mind"". Turing notes thatwe can not determine these things about other peoplebut ""it is usual to have a polite convention that everyone thinks.""[377]",0.06071428571428572,NEGATIVE,en
"RussellandNorvigagree with Turing that intelligence must be defined in terms of external behavior, not internal structure.[1]However, they are critical that the test requires the machine to imitate humans. ""Aeronautical engineeringtexts"", they wrote, ""do not define the goal of their field as making 'machines that fly so exactly likepigeonsthat they can fool other pigeons.'""[379]AI founderJohn McCarthyagreed, writing that ""Artificial intelligence is not, by definition, simulation of human intelligence"".[380]",0.04062500000000001,NEGATIVE,en
"McCarthy defines intelligence as ""the computational part of the ability to achieve goals in the world"".[381]Another AI founder,Marvin Minsky, similarly describes it as ""the ability to solve hard problems"".[382]The leading AI textbook defines it as the study of agents that perceive their environment and take actions that maximize their chances of achieving defined goals.[1]These definitions view intelligence in terms of well-defined problems with well-defined solutions, where both the difficulty of the problem and the performance of the program are direct measures of the ""intelligence"" of the machine—and no other philosophical discussion is required, or may not even be possible.",-0.02152777777777778,POSITIVE,en
"Another definition has been adopted by Google,[383]a major practitioner in the field of AI. This definition stipulates the ability of systems to synthesize information as the manifestation of intelligence, similar to the way it is defined in biological intelligence.",0.03125,POSITIVE,en
"Some authors have suggested in practice, that the definition of AI is vague and difficult to define, with contention as to whether classical algorithms should be categorised as AI,[384]with many companies during the early 2020s AI boom using the term as a marketingbuzzword, often even if they did ""not actually use AI in a material way"".[385]",-0.06666666666666667,NEGATIVE,en
"No established unifying theory orparadigmhas guided AI research for most of its history.[aa]The unprecedented success of statistical machine learning in the 2010s eclipsed all other approaches (so much so that some sources, especially in the business world, use the term ""artificial intelligence"" to mean ""machine learning with neural networks""). This approach is mostlysub-symbolic,softandnarrow. Critics argue that these questions may have to be revisited by future generations of AI researchers.",0.06250000000000001,NEGATIVE,en
"Symbolic AI(or ""GOFAI"")[387]simulated the high-level conscious reasoning that people use when they solve puzzles, express legal reasoning and do mathematics. They were highly successful at ""intelligent"" tasks such as algebra or IQ tests. In the 1960s, Newell and Simon proposed thephysical symbol systems hypothesis: ""A physical symbol system has the necessary and sufficient means of general intelligent action.""[388]",0.28,POSITIVE,en
"However, the symbolic approach failed on many tasks that humans solve easily, such as learning, recognizing an object or commonsense reasoning.Moravec's paradoxis the discovery that high-level ""intelligent"" tasks were easy for AI, but low level ""instinctive"" tasks were extremely difficult.[389]PhilosopherHubert Dreyfushadarguedsince the 1960s that human expertise depends on unconscious instinct rather than conscious symbol manipulation, and on having a ""feel"" for the situation, rather than explicit symbolic knowledge.[390]Although his arguments had been ridiculed and ignored when they were first presented, eventually, AI research came to agree with him.[ab][16]",0.14583333333333334,NEGATIVE,en
